44,2064-11-10,74030,133996,igrbyipe,-329316.43,sjwpi,false
45,2008-05-17,72204,316277,hpbsoux,217952.55,ozqchvtz,true
46,2041-02-28,75284,269340,dfmopn,-94159.26,nqgxgz,true
47,2014-03-25,86358,473692,evzhhycw,-122459.17,ocytm,true
48,1973-02-22,39412,466246,fjoo,-283648.41,lefstspe,false
49,1977-05-14,84830,431804,ksvqjb,99074.19,wken,false
50,2007-09-19,38110,443457,hcvl,-323042.37,whuqp,false
51,2007-06-17,81005,418518,nek,-270569.65,zkmzute,true
52,2067-12-30,56336,433428,cenahh,50729.66,wfsva,false
53,2043-04-20,96990,13456,figufvl,6103.03,guvhug,true
54,2060-07-27,40795,507,miivqn,-324941.99,vygxtvva,false
55,1977-02-02,73518,479775,urbkwl,164444.53,gaz,false
56,1973-09-25,42,358437,uwerbkku,15919.87,jkl,false
57,1972-07-16,49986,277120,hixvylfa,244165.72,migqlgyv,true
58,1977-09-06,87345,265550,iqyoid,190550.27,rtwsly,true
59,2040-06-23,75533,395265,rjp,33240.58,xbka,false
60,1992-11-09,57667,154709,jsfmo,43643.05,tihd,false
61,2036-04-14,65697,72899,bums,-130073.26,utpvpiop,true
62,1986-07-26,78978,239843,szis,-237531.30,kvdsj,true
63,2064-03-21,14799,87286,gjrai,-245333.62,ftyip,false
64,1990-06-25,86416,294604,acyf,115041.78,mshbwn,true
65,2031-11-04,40711,14845,thzfwxc,244044.25,aqv,false
66,2054-10-05,68264,339686,bfem,257720.24,mnqdt,true
67,2009-02-21,15227,264672,dhopq,-140783.30,gcyqalcn,true
68,2006-01-28,81502,299407,xlmtonnj,-72113.96,vwjx,true
69,1999-02-05,42048,482745,sihdkf,-320760.31,fue,true
70,2006-02-12,10036,102708,cpk,-196589.56,urd,false
71,1972-03-20,95355,166704,ypgfx,301054.59,pbduhir,true
72,2063-11-04,38123,491389,gbvlkaiq,-128124.11,lhskgok,false
73,2006-06-26,82738,400056,bqf,47631.02,wgbimtqc,false
74,2060-01-18,34031,11170,ekcatd,-256565.09,afuu,false
75,2055-09-09,69194,59421,zswqmm,3943.95,eseik,true
76,2009-08-01,83729,223267,lnkrn,-99614.76,idw,false
77,2021-02-08,41612,6464,bdvgrb,327998.71,dljoul,true
78,2048-07-03,83495,156552,tddq,13546.94,wkop,true
79,2046-01-15,71874,169591,jhfzyv,-151336.28,dbfbwn,true
80,2035-12-29,75778,348761,bgmzybh,223784.14,qir,true
81,2034-01-25,87311,33562,njyzbz,-321339.18,efcgw,true
82,1992-09-17,14946,126815,pwqvrkci,-316906.98,anzyoxc,true
83,2053-03-19,19582,162307,ujjslfh,7976.57,udgpba,true
84,2042-05-18,64899,22428,xcuqc,318554.21,hbpnfse,true
85,2037-08-23,34611,228960,nhwqqqa,133566.26,ubzt,true
86,2029-11-04,49260,327512,hrrzdlh,17773.06,vakqu,true
87,2039-10-10,21039,358261,yrcxxtn,27364.38,azzl,true
88,2065-01-18,64254,403904,qlnrcf,312860.86,qzqyf,true
89,1974-10-21,97108,83491,bvtfgntb,-296393.52,nprak,false
90,1991-09-08,65884,129808,ocyc,272676.92,qhhdqnz,false
91,2001-03-09,42074,156080,gtuhtf,312445.63,hgcoxzx,true
92,2046-09-24,11630,85315,dnuivrf,151257.03,oxskyk,true
93,2065-11-17,12267,225513,xsvmvzr,-146590.12,jier,true
94,1972-01-07,75512,168153,amu,-336100.23,dpnjabb,true
95,2070-11-24,2388,176833,jjbymyg,-300961.89,yvmglr,false
96,1971-06-11,6970,300607,oko,31075.25,mbj,true
97,2054-06-12,77924,420304,gist,-226970.82,uglyxx,true
98,2011-09-03,74629,90788,uvxjqe,148067.60,lxomij,false
99,2002-06-23,75359,257578,metgshtl,-40762.81,uqfiqqaz,true
100,1995-12-08,15644,1893,ckv,-216028.98,funurp,true
101,2042-05-10,98711,141774,whxjchej,27180.53,injac,true
102,2025-11-23,93187,29557,wlxm,42056.98,kikxzyw,true
103,2065-06-21,22247,402893,xxdidq,248203.11,jvljhz,false
104,2018-01-07,76967,60994,qqviu,-20965.21,yxdm,false
105,2000-02-15,73246,256763,wuzskysw,208932.99,ofnlhxsc,false
106,1989-03-18,28465,306653,dzdw,158699.92,buqaxpyw,false
107,2062-10-16,69793,463489,pmgko,-122094.88,baj,false
108,2048-11-21,96049,126373,kcxwh,152560.53,kvvwvk,false
109,1988-09-09,67779,309622,hufjwqb,-181688.98,qhodkd,false
110,2043-12-25,12039,155855,oxfdc,201670.95,bylx,false
111,2044-06-15,72299,336963,uhvh,56350.76,sxurl,false
112,2024-01-22,5833,229585,wcxngva,39110.92,qolvqkhr,true
113,2067-03-25,95051,454967,ipapvjt,151406.85,bxl,false
114,2006-11-22,75459,406729,iijv,80801.81,aglgtv,true
115,2052-04-12,80006,457567,dphkangc,194066.72,ksu,false
116,2029-08-11,74333,230636,pyqmdkbf,24899.03,yli,true
117,1974-11-05,92303,40886,qwi,86472.53,bkradgih,false
118,1991-04-17,27858,421745,lbhr,-25173.69,yql,true
119,2005-03-11,52278,348801,afdqecb,-97889.52,kjfgag,false
120,1969-01-18,11444,487862,cmb,36405.54,rbv,true
121,1990-07-23,5031,192789,xik,302111.50,matzjaxy,true
122,2064-02-18,5662,141668,fpqtgdk,-102324.60,zpx,false
123,2049-05-16,34499,220308,tvux,-223094.82,qjrdslsl,false
124,2050-05-09,42190,8895,zwwalmq,-122508.37,bitg,false
125,2012-05-29,44992,498142,euj,-331926.34,umzspof,true
126,2012-05-09,91816,102196,yehhmjhl,-14804.90,pwuy,false
127,2060-11-29,33457,5829,zmzwvmrv,-158647.73,puqcehc,false
128,2021-07-05,59900,82611,aynu,-9409.90,enyg,false
129,2013-04-10,65677,125579,tpx,47282.29,tqhc,false
130,2033-01-02,17622,438994,hsqyk,-25683.05,bbw,false
131,2024-03-25,59652,386073,thpqup,-164511.89,efkcr,false
132,2056-08-08,51040,248404,zesxew,-321359.15,pmldhbud,true
133,2022-09-18,29757,436513,grixv,-205943.03,qmmudpd,false
134,1987-02-03,44385,468980,zalole,-193164.45,gnma,false
135,2023-01-30,73414,313862,setaexza,-110091.71,xnknidh,false
136,2056-08-03,89992,374397,mptw,-261693.02,hlzphmg,true
137,2037-12-19,52006,423285,xpbboc,-76445.65,mzbzf,false
138,2024-08-03,6525,324965,yiwlj,-273344.10,mfa,false
139,2051-08-22,5451,450260,miej,-186834.72,asz,true
140,2070-01-16,89302,489256,vhfsvio,101663.21,wxbmw,true
141,2022-08-11,86105,306635,plra,72616.24,ezmcfbxc,false
142,1981-10-22,45861,298710,xtvnwcpy,67902.77,udrqylbu,true
143,1990-12-06,47855,308766,nopeph,-43954.82,sagpokk,true
144,2056-05-28,14723,171550,lswr,-21234.03,gcxd,true
145,2057-12-03,29418,267539,antuol,-260204.35,yarz,true
146,2063-03-07,35814,229576,iazuf,-131374.06,mjvqh,false
147,1981-09-26,42862,431000,txy,50270.37,ilvu,false
148,1969-03-23,78043,455518,gyk,329811.77,usqvjgjb,false
149,2041-12-27,5836,97670,lalan,299394.41,npxxdck,true
150,2029-04-03,39516,79719,lfh,200722.46,ipugbb,true
151,1969-12-04,97067,4129,anheh,312888.53,jmaqq,true
152,2051-10-29,37613,256577,yvs,91403.24,fnmgm,true
153,1995-11-04,67356,204452,stpk,-201695.32,qajqsefa,false
154,1984-10-01,3,397391,cqbqi,-283038.01,ckj,false
155,2004-12-24,67265,294327,nae,63888.20,ytzbkgjy,false
156,2016-02-06,18721,398513,cbq,328420.80,giylnxum,false
157,2051-07-05,38799,82554,oiugs,-146701.68,dmb,true
158,2008-02-04,33502,181398,fpira,-154407.61,rvipe,false
159,1980-12-09,40060,428443,fsske,86191.57,haqgo,true
160,1971-02-01,11337,139669,foicxd,-189683.39,gtbvhu,true
161,2035-12-03,3409,188340,feuohmf,-120490.23,vpxquwrd,true
162,2069-03-03,82626,357302,giib,-240163.00,qmwrzo,false
163,1970-05-25,94748,455806,dzpxo,323709.40,emlp,false
164,2042-12-15,95873,479434,tcyueumg,246212.58,tuqlxtn,true
165,1993-09-11,69188,139401,vjwvq,-54852.98,yhhlaxyv,true
166,2027-05-18,44872,235455,ibh,-331190.11,ggnyuhe,true
167,1999-03-21,9984,432924,wtzvwyf,42508.49,wvcj,true
168,2015-03-09,78007,161868,ycz,179806.34,ipk,true
169,1997-08-11,42124,26333,yzgqu,-124069.99,omjgwqsg,false
170,2013-05-10,66296,448671,yqmla,87849.32,wmd,true
171,1972-01-03,20798,281918,scken,271085.13,nwawi,false
172,2024-09-22,55119,152377,ltqysy,147177.09,qqkbyu,false
173,1976-03-28,904,223046,dteixkxu,-252018.07,earudfug,false
174,1998-04-03,4244,250777,himw,164049.23,unsdrzd,true
175,2033-09-13,94975,31961,nksnxsz,43750.38,hwy,false
176,2006-10-15,85297,14842,njeppgf,60453.19,xekcgeu,false
177,2055-09-13,68381,104590,lmx,46513.68,hqpf,true
178,2048-07-18,41953,57886,gynmrmbo,-154518.54,yxnue,false
179,2011-09-25,79489,108571,yqxmtdcp,-284385.78,cdiqqnyq,false
180,1991-12-31,19438,327421,egqnso,-316197.82,kwswhnl,false
181,2019-10-01,67663,289882,zrtscmxm,-122849.24,jmuvj,true
182,2039-06-28,10866,401472,mifbdj,72909.41,hrfju,false
183,2027-04-05,2259,201185,lnsixay,-305272.53,yjem,true
184,1994-05-02,49019,176991,oft,-206293.37,usuehqkb,true
185,2055-10-12,2457,468230,wmtomuv,-195928.91,nhjm,true
186,2035-12-03,44022,72352,jgi,-261085.62,hbguigdd,true
187,2005-02-20,1761,6821,ohop,188090.31,qfaacg,true
188,2060-12-28,92816,115168,qodnbwh,-182880.19,xbuupwm,true
189,1998-01-23,60915,442222,xzl,-29044.63,ggmcwm,false
190,2032-04-14,90038,431707,tttpbba,-38708.19,gfp,true
191,2031-11-12,2639,410373,dwb,-11665.89,pgy,true
192,2030-02-04,75761,6492,opl,-151157.57,zouws,false
193,2064-03-20,34910,424428,qowud,199939.75,tbkubii,false
194,2009-06-13,39972,348834,cwm,-112024.56,momq,true
195,2030-03-14,3502,493866,haje,66956.21,sqse,true
196,1999-06-24,79003,9269,zaq,51013.09,are,false
197,1971-09-02,20174,385932,vmkgdik,222691.72,sfk,true
198,2032-05-03,59559,458899,vumwc,24554.70,magjrrxz,false
199,2068-07-10,92501,408776,zuj,-255193.83,vejnmb,true
200,2010-04-21,57382,268836,tlkxcocj,-284075.40,wqmpkzil,true
201,2042-12-23,60416,239352,rajsrab,211454.72,zbxiy,true
202,2031-02-09,74198,106475,lqvxh,-271018.78,eyqhc,true
203,2026-03-07,87054,51199,qwrnooo,240179.60,cjdffe,false
204,1976-03-19,33787,24117,attjxab,-9484.67,tbi,true
205,2060-03-07,26682,223283,ayyj,221301.24,crp,true
206,2020-10-20,24394,179901,rhadpear,-60267.45,lhtrv,true
207,1996-03-28,48346,329134,opxvzg,115230.11,anmif,true
208,1999-04-25,91706,402327,vprpbt,303280.20,gsvctea,false
209,2034-10-04,35969,434486,rph,-276200.19,ljxrrnud,true
210,1989-01-14,60408,220018,awct,-10339.06,ksfm,false
211,2066-10-08,33352,193339,ptneoj,-187395.20,vrakm,false
212,2019-05-26,46203,247902,ojfx,-62649.40,gcqyg,false
213,1994-08-25,61503,205597,iwccder,127681.36,dlv,true
214,2010-02-10,9485,391900,ntxrlfg,-90842.13,zerbak,false
215,2006-09-06,2799,222452,xvuejyqv,143772.88,ystdemcb,false
216,1993-10-03,61351,215045,imgvheeg,-45594.01,rxbebp,true
217,1984-04-14,33788,303224,wthdtygy,-155500.46,qno,true
218,2057-07-06,93927,34015,cmncej,-50633.63,lueepcbc,true
219,1997-09-24,2795,252810,zkhmba,-311073.37,scyhkyy,true
220,2002-01-28,88673,125898,ghwvv,-255117.65,cstfmjk,true
221,1979-06-14,34727,271128,yewogkhh,94361.61,atqrikcx,true
222,1980-02-24,93717,147253,mktn,-240908.99,fnrkaxg,false
223,1976-08-18,83826,323462,oynn,263509.25,oubx,true
224,2064-04-14,80294,353670,fpxx,-317195.35,psgy,false
225,1998-04-26,51927,30173,tttyv,295065.83,kmeunua,false
226,2012-09-26,53803,124304,fnvpui,-149433.43,iphm,true
227,2002-07-01,65658,92936,ovtvtqs,-24290.93,belo,false
228,2026-05-22,18889,307524,lgxxsm,-210220.56,lymx,false
229,2067-09-04,16833,156762,tkawfz,-57557.41,gjeibb,false
230,1996-03-05,93015,283380,ycuofwtr,264810.43,dtqvjrz,true
231,2070-08-22,76756,354157,xgwtndy,283093.49,qlui,false
232,1980-08-21,4357,218286,vrpzvx,-18040.28,dhd,true
233,2031-06-05,51636,466319,deht,166288.50,ewhepzcf,false
234,2039-10-03,21789,350799,cazq,-266567.49,nsb,false
235,2057-02-14,50665,73543,nos,-129485.69,daos,false
236,2010-03-30,86848,474064,mvbfdag,164698.66,ctehgqt,false
237,2020-06-23,18261,453807,qahdr,26344.67,dkzu,false
238,2047-07-12,65872,37622,cvrgiwy,116306.28,zhdb,false
239,2031-04-21,54630,255712,sdxwbicn,-233179.78,lqnkqwbs,false
240,1997-11-20,73322,417452,ajfenh,-280335.11,wks,true
241,1984-04-03,47484,264921,jlxaf,250526.42,dkdkr,true
242,2041-08-08,83818,25707,sare,150208.60,swq,false
243,2006-06-10,89031,204954,ajaxazyu,139140.46,jawacbzy,true
244,1977-02-02,50957,396123,cspaej,-59525.95,rmfxvane,false
245,2054-11-07,97281,150390,xsfr,-318944.95,cdualw,false
246,1973-07-04,88011,324790,aaji,37346.34,nykmahl,false
247,2070-02-24,96930,397676,pvlk,283391.60,yyynq,false
248,2064-04-18,36327,77744,hyxti,-237074.72,gszdap,true
249,1995-03-30,61285,98576,spo,121700.11,gutus,true
250,1991-01-03,3093,226629,ggvqze,57958.19,vnzpdb,true
251,1991-10-14,83802,369237,ophubufu,-255775.78,egjbpq,true
252,2067-01-15,39400,282426,znbh,-93431.00,etx,false
253,2059-09-16,57593,79452,lhriaex,285544.86,ggzp,false
254,1970-12-11,46547,98038,kyb,94691.48,qqfdrg,false
255,2032-12-08,2746,187185,rsxdqeve,318868.96,xufchzao,true
256,2003-07-03,81587,121888,uuyw,-17562.25,mjoin,false
257,2017-03-26,18758,169128,emlxwk,-219679.75,eqxfurv,true
258,2039-01-17,93446,377084,yuyvujk,49026.43,gnskred,true
259,2065-02-01,53713,257075,kvf,-34481.51,lws,true
260,1986-11-04,17997,66520,asuqmnwg,298258.79,elyzke,false
261,2068-04-25,96921,414498,yllle,-62254.68,rgdetj,false
262,2054-01-03,46870,91331,djnfffa,-65886.66,ota,true
263,2023-12-08,23215,137320,xnpscje,-209642.16,qpdgs,true
264,2066-04-29,54685,85795,ceis,240489.75,wsy,true
265,2052-09-29,91911,6699,sbp,41449.94,uojhtm,true
266,2007-08-16,10107,143652,ayoe,300700.83,rrhn,true
267,2066-03-14,35824,229876,wduqgkl,-135799.56,osb,true
268,2050-03-27,29704,51449,ooz,-302003.38,twzgiz,true
269,2049-07-17,52312,263404,aroag,-292432.73,vff,false
270,2061-11-28,21585,23158,ezbonvsv,-62185.89,tdjtegrv,false
271,2059-07-12,53732,284976,jvtzcigz,-114592.07,askj,false
272,2017-03-18,33011,317660,xqdjk,216566.85,wgrhvcts,false
273,2060-10-12,26536,166514,xxr,-17609.77,rsk,false
274,1976-07-21,67292,171024,dgqffg,210663.85,hnzs,false
275,2015-02-27,40601,53846,xkm,-303213.29,oshbzo,false
276,2058-05-02,53863,393961,juqskzhu,81418.97,jwg,true
277,2060-09-25,57527,153148,xofmp,56270.33,shvgbcy,true
278,1987-04-15,63468,48473,rhoyidxy,-294038.62,ggvepo,false
279,2016-08-16,96897,140373,xsfdsr,-338858.36,kufkl,false
280,2018-12-15,3480,467563,uuk,-337480.65,xlvq,true
281,1994-08-07,20982,392395,anpugv,-168720.24,ntkuf,true
282,2037-08-03,57572,118334,xliiwkr,-72306.53,bcvwwmhn,true
283,2041-06-13,24005,141078,tkpowhz,106458.12,ipxu,true
284,1977-12-28,21739,350164,xqyrjsdf,55651.21,mvvwg,true
285,2002-07-27,45966,168432,uowrhlxq,-125509.68,mpv,false
286,1998-12-07,29319,385855,lhvvxytv,-314198.97,pjoekqj,true
287,2043-05-20,14660,224074,tvnmy,131213.01,vlob,true
288,1971-10-27,64305,429138,llsceuk,-160645.79,wbbp,true
289,1972-04-24,79177,420771,kdwyy,56942.49,bmea,true
290,2060-01-08,39331,181885,okiu,-316140.96,sfckriwf,false
291,2041-09-18,31695,425189,uoump,233677.04,ojqf,true
292,2007-06-13,79880,267617,ckfq,-208429.47,kfxzb,true
293,2040-10-15,79680,37941,lfjuvtua,-277365.21,tpatdr,false
294,1991-06-09,42839,385683,aabcd,119055.27,dmpvm,false
295,1986-07-29,32390,403758,tfrxaaat,-187998.51,kbgmkg,false
296,1983-06-29,25207,227495,mfaxzat,115253.86,glgpcul,true
297,1969-12-30,44364,272492,jfoyz,332107.45,ilqcfavk,true
298,1980-09-13,78652,371523,dwl,-26191.56,xhoqwzo,true
299,2060-06-05,52917,167000,pvbohpm,309973.78,zdfotzl,false
300,2029-10-15,91946,322968,kilahdbh,-25331.58,lnevjm,false
301,2012-01-23,21994,335741,qklgc,55879.31,siopi,false
302,2069-04-14,66559,206563,tyf,-311945.43,anoixqg,false
303,2032-07-04,31705,5689,uhp,279473.61,sdvdz,false
304,2053-05-08,58869,59091,fjnaprn,259608.40,dkbr,true
305,2044-09-10,2961,128642,yboi,-196892.92,isypk,false
306,2057-10-10,85538,152270,vfmh,-273823.86,hfnmzi,false
307,1993-09-02,68163,406238,cscd,55529.84,mmnkpm,false
308,2000-10-01,54830,94263,ixovkerg,167596.46,ewp,false
309,2013-07-25,41273,187815,umz,90777.81,grja,true
310,1978-07-01,56891,448032,vopxoqj,-332700.27,exhqnhfg,false
311,2065-07-05,30010,221119,htw,179621.41,kfbscee,false
312,2070-02-10,94080,265484,qfhnlex,271995.55,eom,false
313,1981-02-09,33918,164398,cwznm,192839.39,awveneu,false
314,1971-06-09,49920,421452,waiye,129450.18,pscdgaj,false
315,1981-12-16,38121,284622,pqmb,330792.98,tglxjmma,false
316,1990-11-26,24181,120738,orryjyea,210764.79,lmydwlqp,false
317,2000-01-25,65919,462898,kfhzmjy,278186.97,ldwczo,true
318,2067-03-04,19865,210792,iridd,-152548.60,vglte,false
319,2038-04-22,17689,19651,oegvhdu,-236237.15,houf,false
320,1981-05-24,43416,373668,hjfssff,241116.95,jsp,true
321,2009-08-20,52209,99679,koyv,-13310.45,hojcuamc,true
322,2042-07-19,51222,236637,nuigyztb,-42231.30,wjwytrm,true
323,2034-03-22,872,411765,reojr,-218867.15,plgny,true
324,2058-03-21,62406,30501,xakvbk,263709.70,pctjkdf,false
325,1969-06-19,23774,34448,imjegkk,249525.80,rqspyh,false
326,2020-05-11,82300,206527,qunwluh,-51752.31,tyko,true
327,2047-01-02,66709,125387,rfbe,-312926.02,dbnnqki,false
328,1971-09-10,95409,134618,myduna,-286386.26,tvy,false
329,2060-11-16,64221,17319,vtjrzub,203561.11,yeubof,false
330,1988-02-04,56217,47691,ehtfp,3314.78,pjrolipy,true
331,2048-07-28,61900,453191,tpkwnsvz,-96203.78,plnfqygb,true
332,2065-09-20,10949,137525,rfihsl,283748.44,qojr,false
333,2036-05-27,85619,406467,xugoqn,-281208.16,dwhnw,true
334,2034-07-09,40036,160188,thzojy,-65596.24,rrihmgiw,true
335,2063-06-22,47370,73208,wgjs,257608.44,ijxybq,true
336,2035-10-31,36878,314034,qwytaw,240597.78,tpw,true
337,2059-02-15,38429,196506,sbv,79757.36,vjxcrpnk,false
338,1994-11-26,42862,195696,jrrwqgn,177937.14,nrftl,false
339,2006-07-17,48955,354671,nala,-146338.10,pfmegbxj,false
340,2066-02-21,41375,242137,blwutb,-283395.30,mcncq,true
341,1973-07-10,34170,320607,stke,-291643.25,qmuzs,false
342,2062-11-16,73582,242694,yqvi,-198885.15,wqef,true
343,2051-12-30,16597,363863,zok,-341885.34,shfhufcj,true
344,2001-12-05,13321,327141,oyhdpyzr,-312092.35,lwqq,false
345,2049-11-16,12701,460028,iqhcmflh,109141.56,uyoa,true
346,1976-12-19,40508,309162,mzfnzfrx,-331417.64,tiruncrf,false
347,2033-12-14,25311,36680,pry,266068.31,nlk,true
348,2025-12-12,30471,288695,fklyh,-105319.30,sjscqbee,true
349,2019-10-24,2295,219365,dvamzz,-288463.54,invtl,false
350,2045-01-14,23137,395702,bznnh,-117627.49,byfbhtxu,true
351,1995-06-13,42309,408272,sgvvhvxx,-127417.61,tvx,true
352,2001-11-21,46006,40764,ycayf,341618.02,bcogt,false
353,2058-12-28,18403,454760,bcfrern,109578.37,ydx,true
354,1978-12-04,55740,46801,ycsgcxq,-95652.64,gtds,false
355,2020-08-26,85513,408256,ffxxr,-235809.62,vkit,false
356,2053-07-07,82177,369000,chbca,-147037.98,hii,false
357,2038-10-17,33572,263175,qqkzjlgd,151991.33,dbpbu,false
358,1992-06-02,12882,413057,aawvtq,-230117.51,krsfjwy,true
359,2042-01-21,71407,244730,bgvha,-199002.54,fmttb,false
360,2060-10-22,77574,199327,ubdrxdw,-249594.96,gcfmubac,false
361,2057-12-07,2010,459354,ouqkk,-99475.27,qbjctlu,false
362,2003-07-24,60078,278055,sunm,9989.77,dhpjq,true
363,1977-07-13,61829,298433,exxan,45642.49,irecw,false
364,2048-02-15,71312,111446,tczpl,59074.15,dgbofpv,false
365,2056-10-31,85532,130999,gteaaaze,-179572.27,gwkwmi,false
366,2055-02-20,69498,39539,gbfmy,298759.83,vkvuefx,true
367,1998-07-15,82572,15670,asrowp,149330.82,quwgb,false
368,1972-09-08,88695,234374,xxdjyu,278079.69,rvzx,false
369,1972-08-27,12706,345741,qfnky,286340.96,qzwv,false
370,2048-11-15,21592,195123,kiowjemz,-130768.00,vfs,true
371,1997-08-10,11560,183523,rng,137955.07,pchahly,true
372,2030-04-03,6404,327257,zfqhixz,-124569.71,wxrhsv,true
373,2047-09-16,10698,414084,ygsxfjig,-159558.46,nxhmn,false
374,2023-10-05,69506,226758,pzqlexd,208450.72,nkhnrd,false
375,2037-03-09,74196,155403,qexcro,229964.27,zsuozhh,true
376,1970-08-20,38250,280766,ipy,-77561.61,dnnm,true
377,1977-05-09,45780,71323,rcvvuym,42403.08,bsify,false
378,2019-02-07,67404,413583,pko,-184320.48,djgci,false
379,1986-12-12,80711,404431,ijtzou,105043.40,prkz,false
380,2010-01-27,71215,232847,gwlb,-236366.61,rnjovmc,true
381,2041-06-17,4237,367559,pgtuzk,72623.47,kqp,true
382,1972-11-17,16979,51171,mjaho,212646.52,mrrwzq,true
383,2030-03-24,51786,404660,dvqxe,-77177.05,hezmwawh,false
384,2052-03-26,43825,283702,jsz,-93958.65,gkmsd,true
385,2008-07-01,74973,486037,qtrozpin,93573.18,mngnqndf,true
386,1978-01-31,57554,241800,mfazxml,-173482.81,mcmdgvh,true
387,2063-04-01,20074,317629,rkt,-284813.27,zesqyr,false
388,1970-12-29,46381,388877,ywhit,269421.02,mxmgjns,true
389,2016-02-15,69587,341205,hzilzslm,-121859.16,ztqmdk,true
390,1988-04-20,20718,337003,gdofzjq,-154844.87,shlayrbi,true
391,1970-12-21,24414,95661,wfnetitd,-185322.29,vdlxjn,false
392,1972-07-07,68407,211021,xak,-308617.19,mtrhnq,true
393,2003-06-30,14316,315513,mmbr,24696.17,hgfejl,false
394,1994-05-31,35292,458472,tuxfhnpc,-53870.44,qbalmyg,true
395,1996-01-13,95413,465225,nnjrdue,4022.70,wsgpqzx,true
396,2066-02-18,71772,377706,qbokmd,74833.18,ylaosc,true
397,2063-09-25,61625,336042,msk,-55831.49,shqtp,true
398,2002-02-28,10945,83444,bqcvqrq,-166391.49,kkpcrom,false
399,1980-05-06,85513,474411,ssm,-4234.88,hef,false
400,2021-12-22,90154,124214,pete,-2776.14,llzkak,false
401,1984-08-10,13802,134598,enrzemj,-172519.13,zcbdko,true
402,2065-01-03,6891,331478,untfco,-265534.98,uorsolt,false
403,2056-09-27,63794,2855,sctq,-176638.27,sqwob,false
404,1991-09-17,2664,211015,qugxbw,165288.00,pcbi,true
405,1970-01-25,2199,299930,eiswg,-319465.56,cee,true
406,1970-02-12,79961,131085,acb,331483.54,kfwmhpas,true
407,2008-10-09,21446,211741,otr,-193504.96,yelxyrh,false
408,1992-08-15,65308,39870,pkietmtb,-2595.42,pgoxfbhk,true
409,2041-05-16,98019,181738,vdex,-91275.42,wol,true
410,2013-06-13,95374,16463,qulurzdp,244577.38,xevwiz,true
411,2035-11-03,76310,141218,zrnzljr,164814.26,gzsfn,false
412,1989-01-26,63733,292537,wmikic,150193.26,ufhze,true
413,2004-01-31,56031,277024,rdmas,-200207.12,pmizcz,true
414,2062-01-27,70835,55821,ufrjct,171317.05,jzjai,false
415,2033-03-02,96057,225948,tdunedq,-155318.76,modg,false
